ID,name,organism,desc,source
MER0005202,Ulp1 peptidase,Saccharomyces cerevisiae,[C48.001]#C48#{peptidase unit: 439-592},ULP1_YEAST
MER0005204,ulp1 peptidase,Schizosaccharomyces pombe-type,,
MER0005205,At4g00690,Arabidopsis thaliana,,
MER0005207,brevilysin L6,Gloydius halys,[M12.178]#M12B#{peptidase unit: 1-203},BREVL6
MER0005208,melain G,Melia azedarach,[C01.096]#C01A#{peptidase unit: 2-219},MELAIN
MER0005210,CTSLL2 g.p.,Homo sapiens,,
MER0005212,testisin,Homo sapiens,[S01.011]#S01A#{peptidase unit: 42-288},TEST_HUMAN
MER0005214,meprin beta subunit,Mus musculus,[M12.004]#M12A#{peptidase unit: 65-254},MEPB_MOUSE
MER0005216,homomultimeric peptidase,Thermotoga maritima,[U56.001]#U56#{peptidase unit: 1-259},MARIT_THEMA
MER0005221,presenilin 1,Homo sapiens,[A22.001]#A22A#{peptidase unit: 1-467},PSN1_HUMAN
MER0005223,presenilin 2,Homo sapiens,[A22.002]#A22A#{peptidase unit: 22-448},PSN2_HUMAN
MER0005225,AtPS2 protein,Arabidopsis thaliana,,
MER0005226,hop-1 peptidase,Caenorhabditis elegans,[A22.010]#A22A#{peptidase unit: 1-358},HOP1_CAEEL
MER0005227,Psn peptidase,Drosophila-type,,
MER0005233,AtPS1 protein,Arabidopsis thaliana,,
MER0005234,SEL-12 peptidase,Caenorhabditis-type,,
MER0005238,glutamate carboxypeptidase III,Homo sapiens,[M28.012]#M28B#{peptidase unit: 281-566},NLD2_HUMAN
MER0005239,NAALADASE L peptidase,Homo sapiens,[M28.011]#M28B#{peptidase unit: 280-568},NLDL_HUMAN
MER0005240,SPE-4 peptidase,Caenorhabditis elegans,[A22.012]#A22A#{peptidase unit: 1-465},SPE4_CAEEL
MER0005241,aminopeptidase ES-62,Acanthocheilonema viteae,,
MER0005244,carboxypeptidase Q,Homo sapiens,[M28.014]#M28D#{peptidase unit: 266-472},CBPQ_HUMAN
MER0005247,caspase DRONC,Drosophila melanogaster,,
MER0005248,Sat peptidase,Escherichia coli,[S06.004]#S06#{peptidase unit: 54-818},PET_ECO44
MER0005249,B1598 peptidase,Escherichia coli,[S01.260]#S01A#{peptidase unit: 1-243},YDGD_ECOLI
MER0005250,VesA peptidase,Vibrio cholerae,,
MER0005251,pallabin,Gloydius halys,[S01.331]#S01A#{peptidase unit: 25-253},VSP1_AGKHP
MER0005252,pallabin 2,Gloydius halys,[S01.332]#S01A#{peptidase unit: 25-253},VSP2_AGKHP
MER0005257,pallase,Gloydius halys,[S01.333]#S01A#{peptidase unit: 1-229},VSPPE_GLOHA
MER0005261,capillary permeability-increasing enzyme-2,Gloydius-type,,
MER0005265,flavoxobin,Deinagkistrodon acutus,[S01.023]#S01A#{peptidase unit: 25-251},VSP2_AGKAC
MER0005266,kallikrein-related peptidase 4,Homo sapiens,[S01.251]#S01A#{peptidase unit: 31-254},KLK4_HUMAN
MER0005268,prophenoloxidase-activating peptidase,Bombyx-type,,
MER0005269,kallikrein-related peptidase 13,Homo sapiens,[S01.306]#S01A#{peptidase unit: 26-241},KLKD_HUMAN
MER0005270,kallikrein-related peptidase 9,Homo sapiens,[S01.307]#S01A#{peptidase unit: 23-250},KLK9_HUMAN
MER0005272,30kP peptidase A,Bombyx-type,,
MER0005273,CG14780 protein,Drosophila melanogaster,,
MER0005278,matriptase-2,Homo sapiens,[S01.308]#S01A#{peptidase unit: 568-802},TMPS6_HUMAN
MER0005279,prophenoloxidase-activating peptidase,Manduca-type,,
MER0005281,fibrinolytic enzyme A,Annelida-type,,
MER0005300,YibP g.p.,Escherichia sp.,,
MER0005305,endogenous retrovirus retropepsin pseudogene 17,Homo sapiens chromosome 8,,
MER0005306,PFD0165w g.p.,Plasmodium falciparum,,
MER0005328,ZC416.6 g.p.,Caenorhabditis elegans,,
MER0005329,aorsin,Aspergillus oryzae,[S53.007]#S53#{peptidase unit: 219-652},AORSN_ASPOR
MER0005331,endoplasmic reticulum aminopeptidase 1,Homo sapiens,[M01.018]#M01#{peptidase unit: 269-479},ERAP1_HUMAN
MER0005336,Zmp-5,Caenorhabditis elegans,,
MER0005337,matrix metallopeptidase-10,rodent type,,
MER0005338,At2g45040,Arabidopsis thaliana,,
MER0005343,matrix metallopeptidase-22,Gallus gallus,[M10.027]#M10A#{peptidase unit: 101-284},O93342
MER0005349,adt-2 g.p.,Caenorhabditis elegans,,
MER0005350,candidapepsin SAP8,Candida albicans,[A01.066]#A01A#{peptidase unit: 69-395},CAR8_CANAL
MER0005351,candidapepsin SAP9,Candida albicans,[A01.067]#A01A#{peptidase unit: 45-482},CAR9_CANAL
MER0005352,CND41 peptidase,Nicotiana tabacum,[A01.050]#A01B#{peptidase unit: 134-502},O23792
MER0005353,DDB_G0279411,Dictyostelium discoideum,,
MER0005356,CG13374 protein,Drosophila melanogaster,,
MER0005359,At2g17760,Arabidopsis thaliana-type peptidase,,
MER0005369,pregnancy-associated glycoprotein 12,Bos taurus,[A01.094]#A01A#{peptidase unit: 55-329},XP_001788171
MER0005370,plasmepsin,Plasmodium sp.,,
MER0005380,serpin B6,Homo sapiens,[I04.011]#I04#{inhibitor unit: 1-376},SPB6_HUMAN
MER0005406,Rim13 peptidase,Aspergillus oryzae,[C02.008]#C02A#{peptidase unit: 161-419},Q9Y6Z8
MER0005410,carboxypeptidase-like protein X1; CPX-1 g.p.,Mus musculus,,
MER0005413,insect 26/29 kDa peptidase,Sarcophaga peregrina,[C01.067]#C01A#{peptidase unit: 330-550},O97453
MER0005414,serine peptidase SP-28,Ctenocephalides felis,,
MER0005421,umbilical vein peptidase,Homo sapiens,[S01.309]#S01D#{peptidase unit: 95-383},PS23_HUMAN
MER0005427,ubiquitin-specific peptidase 15,Homo sapiens,"[C19.022]#C19#{peptidase unit: 251-458, 615-944}",UBPF_HUMAN
MER0005428,ubiquitin-specific peptidase 19,Homo sapiens,[C19.024]#C19#{peptidase unit: 512-1278},UBPJ_HUMAN
MER0005430,ubp14,Schizosaccharomyces pombe,,
MER0005431,At4g17890,Arabidopsis thaliana,,
MER0005432,ubp4,Schizosaccharomyces pombe-type,,
MER0005433,ubp12,Schizosaccharomyces pombe-type,,
MER0005434,At4g31670,Arabidopsis thaliana,,
MER0005435,ubp16,Schizosaccharomyces pombe,,
MER0005436,ubp3,Schizosaccharomyces pombe-type,,
MER0005437,usp-7,Caenorhabditis elegans-type,,
MER0005439,USP-48,Caenorhabditis elegans-type,,
MER0005440,At4g24560,Arabidopsis thaliana,,
MER0005445,T22F3.2 g.p.,Caenorhabditis elegans,,
MER0005446,T27A3.2 g.p.,Caenorhabditis elegans,,
MER0005447,F59E12.6 g.p.,Caenorhabditis elegans,,
MER0005448,AtUBP5 peptidase,Arabidopsis thaliana-like peptidase,,
MER0005450,DUB-2 ubiquitin-specific peptidase,Mus musculus,[C19.032]#C19#{peptidase unit: 13-359},O55190
MER0005454,ubiquitin-specific peptidase 12,Homo sapiens,[C19.020]#C19#{peptidase unit: 1-355},UBPC_HUMAN
MER0005455,H34C03.2 g.p.,Caenorhabditis elegans,,
MER0005456,ubpB,Dictyostelium discoideum,,
MER0005457,At4g10570,Arabidopsis thaliana,,
MER0005460,apeA putative peptidase,Thermotoga maritima,[M18.004]#M18#{peptidase unit: 18-451},APEA_THEMA
MER0005462,leucine aminopeptidase,Thermotoga-type,,
MER0005466,FtsH peptidase,Thermotoga-type,,
MER0005468,HtrA peptidase,Thermotoga maritima-type,,
MER0005472,TM1048-type putative peptidase,Thermotoga maritima,[M42.007]#M42#{peptidase unit: 3-334},Q9X0D8
MER0005493,ubiquitin-specific peptidase 16,Homo sapiens,[C19.021]#C19#{peptidase unit: 141-823},UBPG_HUMAN
MER0005494,ubiquitin-specific peptidase 20,Homo sapiens,[C19.025]#C19#{peptidase unit: 88-696},UBP20_HUMAN
MER0005495,ADAM28 peptidase,Homo sapiens-type,,
MER0005496,Afg3-like protein 2,Homo sapiens,[M41.007]#M41#{peptidase unit: 522-790},AF32_HUMAN
MER0005497,proliferation-association protein 1,Homo sapiens,[M24.973]#M24X#{peptidase unit: 8-348},P2G4_HUMAN
MER0005498,SphB1 peptidase,Bordetella pertussis,[S08.068]#S08A#{peptidase unit: 145-469},Q93L97
MER0005513,ubiquitin-specific peptidase 3,Homo sapiens,[C19.026]#C19#{peptidase unit: 121-521},UBP3_HUMAN
MER0005521,kallikrein 1-related peptidase b27,Mus musculus,,
MER0005528,Nep2 peptidase,insect,,
MER0005534,BACE2 g.p.,Homo sapiens,,
MER0005539,ubiquitinyl hydrolase-L5,Homo sapiens,[C12.005]#C12#{peptidase unit: 6-227},UCHL5_HUMAN
MER0005542,BcDNA.LD24440,Drosophila melanogaster,,
MER0005544,kallikrein-related peptidase 5,Homo sapiens,[S01.017]#S01A#{peptidase unit: 67-292},KLK5_HUMAN
MER0005545,ADAMTS8 peptidase,Homo sapiens,[M12.226]#M12B#{peptidase unit: 214-429},ATS8_HUMAN
MER0005546,ADAMTS1 peptidase,Homo sapiens,[M12.222]#M12B#{peptidase unit: 253-467},ATS1_HUMAN
MER0005547,cortical granule serine peptidase 1,Strongylocentrotus sp.,,
MER0005548,ADAMTS5 peptidase,Homo sapiens,[M12.225]#M12B#{peptidase unit: 262-476},ATS5_HUMAN
MER0005557,SENP4 peptidase,Homo sapiens,[C48.012]#C48#{peptidase unit: 1-81},HSENP4
MER0005561,cathepsin P,Mus musculus,[C01.038]#C01A#{peptidase unit: 113-334},Q91XK6
MER0005568,SAM-P20 peptidase,Streptomyces coelicolor,[S01.263]#S01E#{peptidase unit: 115-300},Q54392
MER0005594,AtCEP2 peptidase,Arabidopsis thaliana,,
MER0005595,peptidyl-Lys metallopeptidase,Armillaria mellea,[M35.004]#M35#{peptidase unit: 184-351},Q9Y7F7
MER0005597,At4g12910,Arabidopsis thaliana,,
MER0005600,At1g29080,Arabidopsis thaliana,,
MER0005610,At3g46840,Arabidopsis thaliana,,
MER0005611,At4g11310,Arabidopsis thaliana,,
MER0005616,At2g12480,Arabidopsis thaliana,,
MER0005634,At3g51330,Arabidopsis thaliana,,
MER0005638,membrane-type matrix metallopeptidase-5,Homo sapiens,[M10.023]#M10A#{peptidase unit: 152-342},MM24_HUMAN
MER0005641,ubiquitin-specific peptidase 18,Homo sapiens,[C19.030]#C19#{peptidase unit: 17-372},UBPI_HUMAN
MER0005644,At4g04460,Arabidopsis thaliana,,
MER0005647,vitellogenic cathepsin B,Aedes aegypti,[C01.068]#C01A#{peptidase unit: 116-368},XP_001658485
MER0005663,collagenase G/A,Clostridium histolyticum,,
MER0005670,HMMP,Hydra vulgaris-like peptidase,,
MER0005684,At2g35780,Arabidopsis thaliana,,
MER0005687,At1g02560,Arabidopsis thaliana-type peptidase,,
MER0005690,At4g37040,Arabidopsis thaliana-type peptidase,,
MER0005692,20S proteasome component beta 6,Schizosaccharomyces pombe,[T01.A12]#T01A#{peptidase unit: 14-225},PSB1_SCHPO
MER0005694,prolyl oligopeptidase,Myxococcus xanthus,,
MER0005699,At4g26330,Arabidopsis thaliana,,
MER0005700,At4g10510,Arabidopsis thaliana,,
MER0005701,At3g52010,Arabidopsis thaliana,,
MER0005704,CHY1 peptidase,Metarhizium anisopliae,,
MER0005706,ubiquitin-specific peptidase 24,Homo sapiens,[C19.047]#C19#{peptidase unit: 1651-2053},UBP24_HUMAN
MER0005710,At4g21640,Arabidopsis thaliana,,
MER0005712,At4g10530/At4g10520,Arabidopsis thaliana,,
MER0005714,At3g57680,Arabidopsis thaliana,,
MER0005715,SPBC4F6.19c g.p.,Schizosaccharomyces pombe,,
MER0005731,PepS aminopeptidase,Streptococcus thermophilus,[M29.004]#M29#{peptidase unit: 3-413},PEPS_STRTR
MER0005741,tunicate retinoic acid-inducible modular protease,Polyandrocarpa misakiensis,[S01.495]#S01A#{peptidase unit: 624-865},Q9Y1V3
MER0005742,DD-carboxypeptidase pdcA,Myxococcus-type,,
MER0005755,YME1L1 g.p.,Homo sapiens,and similar,
MER0005756,At4g10550,Arabidopsis thaliana,,
MER0005757,At4g10540,Arabidopsis thaliana,,
MER0005760,At3g46850,Arabidopsis thaliana,,
MER0005761,At4g11320,Arabidopsis thaliana,,
MER0005763,AtCEP3 peptidase,Arabidopsis thaliana,,
MER0005764,At3g52000,Arabidopsis thaliana,,
MER0005767,dihydro-orotase,Homo sapiens,[M38.972]#M38#{peptidase unit: 1438-1742},PYR1_HUMAN
MER0005768,cyanophycinase,Synechocystis sp. PCC6803,[S51.003]#S51#{peptidase unit: 1-249},CPHB_SYNY3
MER0005772,subtilisin propeptide,Bacillus licheniformis,[I09.001]#I09#{inhibitor unit: 30-105},SUBT_BACLI
MER0005774,At4g21630,Arabidopsis thaliana,,
MER0005775,At4g21650,Arabidopsis thaliana,,
MER0005778,At3g52020,Arabidopsis thaliana,,
MER0005784,retrotransposon peptidase,Nicotiana-type,,
MER0005785,At4g20430,Arabidopsis thaliana,,
MER0005790,cell envelope-associated peptidase,Lactobacillus-type,,
MER0005807,acylaminoacyl peptidase,Aeropyrum-type,,
MER0005813,T06A4.1 g.p.,Caenorhabditis elegans,,
MER0005814,Y59C2A.1 g.p.,Caenorhabditis elegans,,
MER0005815,ubh-3 g.p.,Caenorhabditis elegans,,
MER0005816,Y40H7A.10 g.p.,Caenorhabditis elegans,,
MER0005817,Y113G7B.15 g.p.,Caenorhabditis elegans,,
MER0005819,cpr-2 g.p.,Caenorhabditis elegans,,
MER0005821,subtilisin-like peptidase 2,Plasmodium-type,,
MER0005823,C11D2.2 g.p.,Caenorhabditis elegans,,
MER0005824,PrtA,Streptococcus pneumoniae-type peptidase,,
MER0005831,H14N18.4a g.p.,Caenorhabditis elegans,,
MER0005833,Y40D12A.2 g.p.,Caenorhabditis elegans,,
MER0005834,wrt-6 protein,Caenorhabditis elegans,,
MER0005836,lact-8 g.p.,Caenorhabditis elegans,,
MER0005837,Y75B8A.4 g.p.,Caenorhabditis elegans,,
MER0005841,Y70C5C.1 g.p.,Caenorhabditis elegans,,
MER0005843,nas-23 g.p.,Caenorhabditis elegans,,
MER0005844,calpain-11,Homo sapiens,[C02.013]#C02A#{peptidase unit: 72-324},CANB_HUMAN
MER0005853,Mername-AA059 peptidase,Bos taurus,[C19.039]#C19#{peptidase unit: 311-966},NP_001258921
MER0005854,cyk-3 g.p.,Caenorhabditis elegans,,
MER0005855,ubiquitin carboxy-terminal hydrolase 16,Saccharomyces cerevisiae,,
MER0005856,scolexin,Manduca sexta,[S01.018]#S01A#{peptidase unit: 1-279},O96990
MER0005859,stetterlysin,Thermococcus stetteri,[S08.106]#S08A#{peptidase unit: 150-646},O93635
MER0005860,ADAM24 peptidase,Mus musculus,[M12.227]#M12B#{peptidase unit: 204-398},AD24_MOUSE
MER0005861,ADAM25 peptidase,Mus musculus,[M12.228]#M12B#{peptidase unit: 217-411},AD25_MOUSE
MER0005862,ADAM26 peptidase,Mus musculus,[M12.229]#M12B#{peptidase unit: 191-385},AD26_MOUSE
MER0005863,ADAM27 protein,Mus musculus,,
MER0005866,mammalian-type tolloid-like 2 protein,Homo sapiens,[M12.018]#M12A#{peptidase unit: 156-346},Q9Y6L7
MER0005870,BACE1 g.p.,Homo sapiens,,
MER0005874,EhCP112 peptidase,Entamoeba sp.,,
MER0005876,CASH-alpha,Mus musculus,,
MER0005877,ubiquitin-specific peptidase 9X,Homo sapiens,[C19.017]#C19#{peptidase unit: 1512-1960},USP9X_HUMAN
MER0005878,trocarin D,Tropidechis carinatus,[S01.425]#S01A#{peptidase unit: 210-455},FA10V_TROCA
MER0005880,fibrinogenase-2,Deinagkistrodon acutus,,
MER0005881,corin,Homo sapiens,[S01.019]#S01A#{peptidase unit: 802-1037},CORI_HUMAN
MER0005892,calpain B,Drosophila melanogaster,[C02.015]#C02A#{peptidase unit: 284-541},CANB_DROME
MER0005893,ADAMTS6 peptidase,Homo sapiens,[M12.230]#M12B#{peptidase unit: 245-450},ATS6_HUMAN
MER0005894,ADAMTS7 peptidase,Homo sapiens,[M12.231]#M12B#{peptidase unit: 237-452},ATS7_HUMAN
MER0005895,rice tungro spherical virus-type peptidase,,[C03.024]#C03G#{peptidase unit: 2664-2852},POLG_RTSVT
MER0005897,zingipain,Zingiber officinale,[C01.017]#C01A#{peptidase unit: 3-218},GPII_ZINOF
MER0005900,Pro-Hyp dipeptidase,Microbacterium esteraromaticum,[M38.002]#M38#{peptidase unit: 1-393},Q9WX55
MER0005902,factor V activating enzyme,Vipera lebetina,and similar,
MER0005905,HopZ2 protein,Pseudomonas syringae,[C55.005]#C55#{peptidase unit: 54-330},A0FDX1
MER0005907,AvrA protein,Salmonella enterica,[C55.003]#C55#{peptidase unit: 15-278},CAR38577
MER0005911,tomato ringspot nepovirus picornain 3C,,[C03.012]#C03X#{peptidase unit: 1244-1475},POL1_TORVR
MER0005912,YopJ protein,Yersinia pseudotuberculosis,[C55.001]#C55#{peptidase unit: 1-264},YOPJ_YERPS
MER0005922,D-aminopeptidase DppA,Bacillus subtilis,[M55.001]#M55#{peptidase unit: 1-274},DPPA_BACSU
MER0005923,LACT-1 peptidase,Mus musculus,[S12.004]#S12#{peptidase unit: 100-551},RM56_MOUSE
MER0005925,lact-7 g.p.,Caenorhabditis elegans,,
MER0005926,"transmembrane peptidase, serine 3",Homo sapiens,[S01.079]#S01A#{peptidase unit: 217-451},TMS3_HUMAN
MER0005931,endopeptidase Q,Bacillus pumilus,[S08.005]#S08A#{peptidase unit: 141-383},ACM07731
MER0005948,tryptase delta 1,Homo sapiens,,
MER0005953,SplA peptidase,Staphylococcus aureus,,
MER0005954,SplE peptidase,Staphylococcus aureus,,
MER0005964,D-amino acid amidase,Ochrobactrum anthropi-type,,
MER0005987,CG11319,Drosophila melanogaster,,
MER0005988,dipeptidylpeptidase homologue DPP10,Homo sapiens,[S09.974]#S09X#{peptidase unit: 651-762},DPP10_HUMAN
MER0005994,At5g24260,Arabidopsis thaliana,,
MER0005999,At3g45010,Arabidopsis thaliana,,
MER0006002,SCPL54 g.p.,Arabidopsis thaliana,,
MER0006005,At3g25420,Arabidopsis thaliana,,
MER0006006,kex1 g.p.,Schizosaccharomyces pombe,,
MER0006012,At3g56540,Arabidopsis thaliana,,
MER0006018,At5g23210,Arabidopsis thaliana,,
MER0006019,At3g02110,Arabidopsis thaliana,,
MER0006023,peptidase MprA,Burkholderia-type,,
MER0006027,PFC0950c g.p.,Plasmodium falciparum,,
MER0006030,PFA_0220w g.p.,Plasmodium falciparum,,
MER0006036,At5g67090,Arabidopsis thaliana,,
MER0006037,allergen 13,Penicillium sp.,,
MER0006038,kallikrein-related peptidase 12,Homo sapiens,[S01.020]#S01A#{peptidase unit: 22-235},KLK12_HUMAN
MER0006046,At5g23140,Arabidopsis thaliana-type peptidase,,
MER0006047,pcp-4 g.p.,Caenorhabditis elegans,,
MER0006048,At5g51750,Arabidopsis thaliana,,
MER0006049,At3g14240,Arabidopsis thaliana,,
MER0006056,PFC0310c peptidase,Plasmodium falciparum,[S14.011]#S14#{peptidase unit: 150-360},O97252
MER0006058,dipeptidyl-peptidase II,Rattus norvegicus,[S28.002]#S28#{peptidase unit: 39-494},DPP2_RAT
MER0006063,ClpP4 peptidase,plant,,
MER0006066,thymus-specific serine peptidase,Mus musculus,[S28.003]#S28#{peptidase unit: 54-509},TSSP_MOUSE
MER0006067,At5g22860,Arabidopsis thaliana,,
MER0006070,At1g29960,Arabidopsis thaliana,,
MER0006074,ASUB peptidase,Acanthamoeba healyi,[S08.124]#S08A#{peptidase unit: 109-410},Q9NHN3
MER0006077,tick heme-binding aspartic proteinase,Rhipicephalus microplus,,
MER0006087,TOP1 peptidase,Arabidopsis thaliana,,
MER0006093,AspA,Aeromonas sobria-type peptidase,,
MER0006096,At5g27660,Arabidopsis thaliana,,
MER0006118,tryptase-6,Homo sapiens,[S01.075]#S01A#{peptidase unit: 37-280},PRS33_HUMAN
MER0006119,marapsin,Homo sapiens,[S01.074]#S01A#{peptidase unit: 35-279},MPN_HUMAN
MER0006121,ESP peptidase,Staphylococcus-type,,
MER0006124,C53D5.5 g.p.,Caenorhabditis elegans,,
MER0006132,gamma-glutamyltransferase 2,bacterial,,
MER0006172,RvuZ homologue protein,Rattus,,
MER0006198,cephalosporin acylase precursor,Brevundimonas diminuta,[S45.002]#S45#{peptidase unit: 199-720},G7AC_BREDI
MER0006204,esterase EstB,Pseudomonas marginata,[S12.950]#S12#{peptidase unit: 16-392},Q9KX40
MER0006229,ubp11,Schizosaccharomyces pombe-type,,
MER0006235,caspase CSP-2,Caenorhabditis elegans,,
MER0006249,cathepsin Q,Rattus norvegicus,[C01.039]#C01A#{peptidase unit: 124-343},CATQ_RAT
MER0006257,Nonstop peptidase,Drosophila melanogaster,[C19.095]#C19#{peptidase unit: 359-735},NOT_DROME
MER0006258,ubiquitin-specific peptidase 21,Homo sapiens,[C19.034]#C19#{peptidase unit: 151-565},UBPL_HUMAN
MER0006264,ape1 g.p.,Schizosaccharomyces pombe,,
MER0006267,ADAM29 protein,Homo sapiens,[M12.981]#M12B#{peptidase unit: 194-389},ADA29_HUMAN
MER0006268,ADAM30 peptidase,Homo sapiens,[M12.232]#M12B#{peptidase unit: 199-393},ADA30_HUMAN
MER0006292,PAB0555-type putative peptidase,Pyrococcus abyssi,[M48.010]#M48B#{peptidase unit: 161-338},Q9V0G6
MER0006293,HtpX-2 peptidase,Streptomyces coelicolor,[M48.004]#M48B#{peptidase unit: 79-297},HTX1_STRCO
MER0006297,SPAP8A3.12c g.p.,Schizosaccharomyces pombe,,
MER0006308,peptidase Clp,type 2,,
MER0006313,signal peptidase SipV,Bacillus amyloliquefaciens,[S26.006]#S26A#{peptidase unit: 21-171},Q9RQQ8
MER0006319,Caul_3875-type dipeptidase,Caulobacter crescentus,[M19.012]#M19#{peptidase unit: 34-417},NP_421542
MER0006327,brevinase,Agkistrodon blomhoffi,[S01.341]#S01A#{peptidase unit: 1-226},Q9PT51
MER0010933,grd-1 protein,Caenorhabditis elegans,,
MER0010934,astrovirus serine peptidase,,[S01.109]#S01F#{peptidase unit: 448-579},NS1A_HASV8
MER0010935,AvrXv4,Xanthomonas sp.,,
MER0010944,Deg8 chloroplast peptidase,Arabidopsis thaliana,[S01.474]#S01C#{peptidase unit: 155-325},DEG8_ARATH
MER0010959,At1g33540,Arabidopsis thaliana,,
MER0010960,SCPEP1 peptidase,Homo sapiens,[S10.013]#S10#{peptidase unit: 22-452},RISC_HUMAN
MER0010962,At3g63470,Arabidopsis thaliana,,
MER0010972,Mername-AA020 peptidase homologue,Homo sapiens,[M24.950]#M24A#{peptidase unit: 129-371},AC016144
MER0010975,periodontain,Porphyromonas gingivalis,[C10.003]#C10#{peptidase unit: 157-394},PERIOD
MER0010980,cathepsin M,Mus musculus,[C01.023]#C01A#{peptidase unit: 113-333},CATM_MOUSE
MER0010981,HOG-1 protein,Caenorhabditis elegans ,,
MER0010982,separase,yeast-type,,
MER0010992,DJ-1 putative peptidase,Rattus norvegicus,[C56.002]#C56#{peptidase unit: 30-147},O88767
MER0011012,SENP1 peptidase,Homo sapiens,[C48.002]#C48#{peptidase unit: 456-614},SEN1_HUMAN
MER0011013,ulp-4 g.p.,Caenorhabditis elegans,,
MER0011014,Ulp1 peptidase,Drosophila-type,,
MER0011019,SENP3 peptidase,Homo sapiens,[C48.003]#C48#{peptidase unit: 392-544},SENP3_HUMAN
MER0011021,ESD4 peptidase,Arabidopsis thaliana,[C48.022]#C48#{peptidase unit: 294-460},Q94F30
MER0011023,Ulp2 peptidase,Saccharomyces cerevisiae,[C48.005]#C48#{peptidase unit: 448-636},ULP2_YEAST
MER0011024,ulp2 protein,Schizosaccharomyces pombe-type,,
MER0011025,At1g10570,Arabidopsis thaliana,,
MER0011026,ulp-2 g.p.,Caenorhabditis elegans,,
MER0011027,ulp-7 g.p.,Caenorhabditis elegans,,
MER0011028,At1g60220,Arabidopsis thaliana,,
MER0011029,ChlaDub1 peptidase,Chlamydia trachomatis,[C48.032]#C48#{peptidase unit: 274-372},O84876
MER0011030,Y48A5A.1 g.p.,Caenorhabditis elegans,,
MER0011032,pyroglutamyl-peptidase I,chordate,,
MER0011033,Nep1 peptidase,Schizosaccharomyces sp.,,
MER0011036,tryptase gamma 1,Homo sapiens,[S01.028]#S01A#{peptidase unit: 38-272},TRYG1_HUMAN
MER0011038,kallikrein-related peptidase 14,Homo sapiens,[S01.029]#S01A#{peptidase unit: 41-265},Q1RMZ2
MER0011040,serine-repeat antigen,Plasmodium sp.,,
MER0011049,PFB0335c g.p.,Plasmodium falciparum,,
MER0011056,At3g05780,Arabidopsis thaliana,,
MER0011057,At3g05790,Arabidopsis thaliana,,
MER0011061,angiotensin-converting enzyme-2,Homo sapiens,[M02.006]#M02#{peptidase unit: 17-618},Q9NRA7
MER0011062,At3g45310-type peptidase,Arabidopsis thaliana,[C01.162]#C01A#{peptidase unit: 140-346},ALEUL_ARATH
MER0011065,neuwiedase,Bothrops neuwiedi,,
MER0011066,peptidase A,Bothrops-type,,
MER0011081,At3g49340,Arabidopsis thaliana,,
MER0011091,prophenoloxidase-activating peptidase,Pacifastacus leniusculus,,
